District,Year ,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),MIN_TEMP,MAX_TEMP,AVG_TEMP,HUMIDITY,PRECIPITATION,WIND_SPEED
Kolhapur,2016 - 2017,"1,13,800.00","3,96,000.00",3.48,16.694,32.656,23.54,13.53,7.758,3.798
Kolhapur,2017 - 2018,"1,09,200.00","3,33,300.00",3.05,17.46,31.058,23.746,14.85,4.95,3.87
Kolhapur,2018 - 2019,"1,06,512.00","3,27,615.00",3.08,17.068,31.928,24.286,14.238,6.462,3.822
Kolhapur,2019 - 2020,"1,11,359.00","2,70,993.00",2.43,19.268,31.69,24.496,16.298,8.95,3.662
Kolhapur,2020 - 2021,"1,01,775.35","3,41,243.79",3.35,17.76,30.13,23.906,15.93,8.114,3.526
Kolhapur,2021 - 2022,"95,182.00","3,19,462.31",3.36,17.892,29.936,23.982,16.318,9.81,3.44
Kolhapur,2022 - 2023,"94,433.27","2,90,546.82",3.08,16.992,31.466,23.876,15.3,6.588,3.54
Latur,1999 - 2000,"19,700.00","11,700.00",0.59,16.278,34.594,24.846,13.71,1.136,4.49
Latur,2000 - 2001,"20,800.00","13,000.00",0.63,16.648,32.88,24.312,14.264,2.236,4.136
Latur,2001 - 2002,"20,700.00","13,400.00",0.65,16.602,33.202,24.376,14.482,2.162,4.564
Latur,2002 - 2003,"20,700.00","9,200.00",0.44,17.496,35.492,25.272,14.298,2.312,4.05
Latur,2003 - 2004,"20,500.00","6,700.00",0.33,16.804,34.832,24.954,14.278,2.122,4.132
Latur,2004 - 2005,"19,900.00","6,200.00",0.31,16.674,33.536,24.678,14.04,1.45,4.23
Latur,2005 - 2006,"18,200.00","8,300.00",0.46,16.256,32.216,23.414,15.266,3.722,3.792
Latur,2006 - 2007,"15,900.00","6,600.00",0.42,17.548,32.352,24.296,15.082,2.112,4.244
Latur,2007 - 2008,"12,600.00","5,900.00",0.47,16.65,32.966,23.806,14.82,4.034,3.838
Latur,2008 - 2009,"3,900.00","1,400.00",0.36,16.54,33.81,24.714,14.294,1.922,4.136
Latur,2009 - 2010,"3,200.00","1,300.00",0.41,16.686,33.422,24.74,15.1,1.746,4.51
Latur,2010 - 2011,"6,300.00","2,800.00",0.44,17.066,32.742,24.434,15.526,3.19,3.978
Latur,2011 - 2012,"6,700.00","3,200.00",0.48,17.66,34.778,25.414,13.938,1.534,4.604
Latur,2012 - 2013,"8,300.00","5,000.00",0.6,16.688,34.824,25.222,13.872,2.102,4.486
Latur,2013 - 2014,"7,600.00","5,100.00",0.67,16.438,31.404,23.6,14.554,1.754,4.638
Latur,2014 - 2015,"5,800.00","1,100.00",0.19,17.114,35.326,25.374,14.132,1.942,4.252
Latur,2015 - 2016,"3,800.00",300,0.08,18.176,36.326,26.654,14.41,1.52,4.422
Latur,2016 - 2017,"3,300.00",900,0.27,16.34,33.86,24.128,13.218,1.64,3.966
Latur,2017 - 2018,"2,800.00",800,0.29,17.152,33.968,24.668,14.722,2.462,3.916
Latur,2018 - 2019,"1,945.00",404,0.21,16.994,35.61,25.908,13.316,0.838,4.62
Latur,2019 - 2020,879,71,0.08,18.568,34.012,25.662,15.656,1.644,4.15
Latur,2020 - 2021,907.55,595.63,0.66,16.758,31.336,23.95,15.994,3.7,3.592
Latur,2021 - 2022,611.36,209.99,0.34,17.154,32.322,24.528,15.686,2.66,3.946
Latur,2022 - 2023,350.61,136.7,0.39,16.526,33.422,24.43,15.41,2.628,3.856
Nagpur,1999 - 2000,"37,300.00","41,500.00",1.11,15.308,33.798,24.044,13.958,3.152,3.19
Nagpur,2000 - 2001,"37,500.00","37,100.00",0.99,16.496,35.67,25.474,12.106,3.134,2.974
Nagpur,2001 - 2002,"42,500.00","54,700.00",1.29,15.45,34.002,24.218,14.184,3.868,3.22
Nagpur,2002 - 2003,"42,600.00","40,200.00",0.94,16.958,35.702,25.866,12.974,3.018,3.204
Nagpur,2003 - 2004,"43,900.00","63,400.00",1.44,16.592,34.186,24.678,14.486,4.606,3.252
Nagpur,2004 - 2005,"43,100.00","41,200.00",0.96,16.458,35.43,25.08,13.17,3.192,3.192
Nagpur,2005 - 2006,"45,000.00","61,700.00",1.37,15.29,33.692,24.4,13.558,4.774,3.152
Nagpur,2006 - 2007,"46,000.00","69,100.00",1.5,17.424,33.81,25.242,14.662,3.514,2.942
Nagpur,2007 - 2008,"49,600.00","75,400.00",1.52,16.268,34.234,24.5,13.908,3.778,3.1
Nagpur,2008 - 2009,"57,500.00","54,600.00",0.95,16.046,34.568,24.656,14.052,3.374,2.888
Nagpur,2009 - 2010,"70,900.00","81,300.00",1.15,16.162,34.31,25.362,14.196,4.456,3.182
Nagpur,2010 - 2011,"71,400.00","70,100.00",0.98,17.074,33.51,25.326,15.512,4.802,3.008
Nagpur,2011 - 2012,"77,500.00","1,17,400.00",1.51,16.786,34.862,24.874,13.936,2.812,3.08
Nagpur,2012 - 2013,"67,000.00","1,00,200.00",1.5,15.42,34.78,24.738,14.246,4.47,3.194
Nagpur,2013 - 2014,"77,700.00","1,05,000.00",1.35,16.294,32.698,23.77,15.292,7.876,3.342
Nagpur,2014 - 2015,"78,800.00","95,500.00",1.21,16.574,36.822,25.804,13.168,3.252,3.464
Nagpur,2015 - 2016,"88,700.00","1,07,300.00",1.21,17.402,35.402,25.924,14.314,3.44,3.122
Nagpur,2016 - 2017,"87,600.00","1,70,200.00",1.94,16.028,33.79,24.278,13.876,5.314,3.042
Nagpur,2017 - 2018,"97,200.00","1,83,400.00",1.89,16.604,34.692,25.048,14.32,4.288,3.116
Nagpur,2018 - 2019,"98,186.00","2,03,262.00",2.07,16.064,34.754,25.026,13.682,3.882,3.138
Nagpur,2019 - 2020,"99,473.00","1,55,943.00",1.57,16.57,33.77,25.276,14.996,3.67,3.196
Nagpur,2020 - 2021,"98,040.08","2,13,591.45",2.18,15.852,32.67,24.242,15.23,4.108,2.734
Nagpur,2021 - 2022,"98,433.30","2,21,412.30",2.25,15.3,33.084,24.324,15.716,4.358,3.006
Nagpur,2022 - 2023,"99,422.87","1,99,559.80",2.01,16.078,33.812,24.554,14.692,6.08,2.954
Nanded,1999 - 2000,"26,100.00","15,600.00",0.6,0,0,0,0,0,0
Nanded,2000 - 2001,"26,700.00","20,100.00",0.75,0,0,0,0,0,0
Nanded,2001 - 2002,"23,900.00","24,400.00",1.02,0,0,0,0,0,0
Nanded,2002 - 2003,"24,100.00","15,300.00",0.63,0,0,0,0,0,0
Nanded,2003 - 2004,"23,300.00","13,400.00",0.58,0,0,0,0,0,0
Nanded,2004 - 2005,"16,400.00","8,200.00",0.5,0,0,0,0,0,0
Nanded,2005 - 2006,"15,600.00","6,700.00",0.43,0,0,0,0,0,0
Nanded,2006 - 2007,"15,600.00","9,400.00",0.6,0,0,0,0,0,0
Nanded,2007 - 2008,"14,500.00","10,500.00",0.72,0,0,0,0,0,0
Nanded,2008 - 2009,"8,000.00","4,200.00",0.53,0,0,0,0,0,0
Nanded,2009 - 2010,"5,600.00","1,500.00",0.27,0,0,0,0,0,0
Nanded,2010 - 2011,"5,200.00","2,700.00",0.52,0,0,0,0,0,0
Nanded,2011 - 2012,"4,000.00","1,500.00",0.38,0,0,0,0,0,0
Nanded,2012 - 2013,"4,000.00","2,100.00",0.53,0,0,0,0,0,0
Nanded,2013 - 2014,800,400,0.5,0,0,0,0,0,0
Nanded,2014 - 2015,800,100,0.13,0,0,0,0,0,0
Nanded,2015 - 2016,400,100,0.25,0,0,0,0,0,0
Nanded,2016 - 2017,200,100,0.5,0,0,0,0,0,0
Nanded,2017 - 2018,700,"1,000.00",1.43,0,0,0,0,0,0
Nanded,2018 - 2019,606,535,0.88,0,0,0,0,0,0
Nanded,2019 - 2020,582,400,0.69,0,0,0,0,0,0
Nanded,2020 - 2021,582.13,"1,561.63",2.68,0,0,0,0,0,0
Nanded,2021 - 2022,595.93,"1,342.47",2.25,0,0,0,0,0,0
Nanded,2022 - 2023,924,"1,831.05",1.98,0,0,0,0,0,0
Nandurbar,1999 - 2000,"1,79,400.00","2,29,400.00",1.28,0,0,0,0,0,0
Nandurbar,2000 - 2001,"21,000.00","4,900.00",0.23,0,0,0,0,0,0
Nandurbar,2001 - 2002,"20,000.00","12,300.00",0.62,0,0,0,0,0,0
Nandurbar,2002 - 2003,"19,800.00","14,500.00",0.73,0,0,0,0,0,0
Nandurbar,2003 - 2004,"22,400.00","17,700.00",0.79,0,0,0,0,0,0
Nandurbar,2004 - 2005,"21,200.00","9,700.00",0.46,0,0,0,0,0,0
Nandurbar,2005 - 2006,"19,700.00","30,900.00",1.57,0,0,0,0,0,0
Nandurbar,2006 - 2007,"20,000.00","16,900.00",0.85,0,0,0,0,0,0
Nandurbar,2007 - 2008,"21,000.00","31,200.00",1.49,0,0,0,0,0,0
Nandurbar,2008 - 2009,"20,400.00","21,900.00",1.07,0,0,0,0,0,0
Nandurbar,2009 - 2010,"18,700.00","12,900.00",0.69,0,0,0,0,0,0
Nandurbar,2010 - 2011,"23,400.00","24,700.00",1.06,0,0,0,0,0,0
Nandurbar,2011 - 2012,"19,400.00","31,700.00",1.63,0,0,0,0,0,0
Nandurbar,2012 - 2013,"19,500.00","28,400.00",1.46,0,0,0,0,0,0
Nandurbar,2013 - 2014,"22,500.00","20,300.00",0.9,0,0,0,0,0,0
Nandurbar,2014 - 2015,"18,200.00","9,000.00",0.49,0,0,0,0,0,0
Nandurbar,2015 - 2016,"18,900.00","17,300.00",0.92,0,0,0,0,0,0
Nandurbar,2016 - 2017,"25,300.00","29,400.00",1.16,0,0,0,0,0,0
Nandurbar,2017 - 2018,"26,600.00","30,100.00",1.13,0,0,0,0,0,0
Nandurbar,2018 - 2019,"26,116.00","22,519.00",0.86,0,0,0,0,0,0
Nandurbar,2019 - 2020,"26,962.00","43,273.00",1.6,0,0,0,0,0,0
Nandurbar,2020 - 2021,"28,232.23","49,163.09",1.74,0,0,0,0,0,0
Nandurbar,2021 - 2022,"30,046.07","36,090.10",1.2,0,0,0,0,0,0
Nandurbar,2022 - 2023,"24,060.25","45,479.79",1.89,0,0,0,0,0,0
Nashik,1999 - 2000,"47,800.00","57,200.00",1.2,16.068,33.61,23.986,12.946,3.306,3.706
Nashik,2000 - 2001,"45,600.00","39,800.00",0.87,17.27,35.248,25.5,11.088,2.858,3.458
Nashik,2001 - 2002,"46,600.00","56,300.00",1.21,16.764,34.218,24.648,12.936,3.764,3.61
Nashik,2002 - 2003,"49,100.00","43,900.00",0.89,17.088,35.818,25.834,11.964,2.54,3.646
Nashik,2003 - 2004,"50,600.00","66,300.00",1.31,16.712,34.284,24.634,13.706,4.622,3.594
Nashik,2004 - 2005,"50,800.00","70,200.00",1.38,16.764,33.826,24.524,12.658,3.3,3.52
Nashik,2005 - 2006,"50,300.00","58,700.00",1.17,16.048,33.112,23.946,12.678,5.018,3.584
Nashik,2006 - 2007,"49,000.00","49,600.00",1.01,17.1,32.164,24.248,14.174,4.246,3.348
Nashik,2007 - 2008,"50,600.00","68,400.00",1.35,16.63,33.39,24.272,13.154,3.794,3.438
Nashik,2008 - 2009,"51,200.00","65,800.00",1.29,16.81,34.298,24.824,13.014,2.874,3.422
Nashik,2009 - 2010,"48,100.00","18,800.00",0.39,16.388,34.094,24.688,13.566,4.59,3.67
Nashik,2010 - 2011,"59,100.00","24,000.00",0.41,17.162,32.402,24.366,15.21,4.644,3.264
Nashik,2011 - 2012,"62,900.00","77,800.00",1.24,16.988,34.3,24.804,13.148,2.996,3.446
Nashik,2012 - 2013,"67,900.00","80,800.00",1.19,16.644,34.398,25,13.32,3.46,3.596
Nashik,2013 - 2014,"72,600.00","93,300.00",1.29,16.312,32.284,23.478,14.556,6.608,3.606
Nashik,2014 - 2015,"71,200.00","86,700.00",1.22,16.944,35.722,25.262,12.49,3.42,3.832
Nashik,2015 - 2016,"69,600.00","1,01,100.00",1.45,17.092,35.3,25.412,13.078,3.42,3.534
Nashik,2016 - 2017,"71,900.00","1,45,800.00",2.03,16.294,34.468,24.15,12.6,4.53,3.426
Nashik,2017 - 2018,"72,500.00","1,53,600.00",2.12,16.908,33.524,24.402,13.466,4.158,3.432
Nashik,2018 - 2019,"74,046.00","1,26,516.00",1.71,16.604,35.616,25.336,12.158,3.75,3.574
Nashik,2019 - 2020,"76,288.00","90,539.00",1.19,17.446,32.848,24.522,14.868,4.312,3.544
Nashik,2020 - 2021,"76,543.71","1,48,821.69",1.94,16.364,32.476,24.342,14.762,3.968,2.896
Nashik,2021 - 2022,"78,129.45","1,34,255.58",1.72,16.616,32.508,24.126,14.932,3.918,3.356
Nashik,2022 - 2023,"92,318.50","2,30,131.55",2.49,16.026,32.444,23.82,14.158,5.802,3.374
Osmanabad,1999 - 2000,"15,200.00","8,500.00",0.56,16.306,35.136,25.24,13.538,1.162,4.73
Osmanabad,2000 - 2001,"17,200.00","8,400.00",0.49,16.58,33.802,24.714,13.802,2.016,4.468
Osmanabad,2001 - 2002,"15,800.00","2,400.00",0.15,16.534,33.57,24.652,14.23,1.902,4.828
Osmanabad,2002 - 2003,"16,700.00","5,200.00",0.31,17.564,36.084,25.682,13.87,1.984,4.396
Osmanabad,2003 - 2004,"18,000.00","2,600.00",0.14,16.932,35.996,25.622,13.898,1.792,4.458
Osmanabad,2004 - 2005,"18,500.00","6,700.00",0.36,16.752,34.004,25.006,13.616,1.266,4.548
Osmanabad,2005 - 2006,"17,000.00","6,400.00",0.38,16.304,32.662,23.712,14.986,3.332,4.026
Osmanabad,2006 - 2007,"17,500.00","6,700.00",0.38,17.672,32.992,24.668,14.79,1.92,4.554
Osmanabad,2007 - 2008,"16,600.00","6,900.00",0.42,16.604,33.698,24.318,14.462,3.504,4.092
Osmanabad,2008 - 2009,"5,000.00","1,800.00",0.36,16.546,34.426,25.06,14.018,1.814,4.384
Osmanabad,2009 - 2010,"6,100.00","3,700.00",0.61,16.932,34.012,25.162,14.788,1.456,4.822
Osmanabad,2010 - 2011,"11,200.00","3,400.00",0.3,17.15,33.482,24.994,15.12,2.762,4.288
Osmanabad,2011 - 2012,"10,700.00","4,100.00",0.38,17.904,35.516,25.918,13.592,1.372,4.982
Osmanabad,2012 - 2013,"11,500.00","2,800.00",0.24,16.908,35.524,25.834,13.502,1.684,4.866
Osmanabad,2013 - 2014,"13,100.00","6,400.00",0.49,16.524,32.668,24.23,14.136,1.398,4.974
Osmanabad,2014 - 2015,"13,100.00","2,500.00",0.19,17.05,35.564,25.642,13.82,1.642,4.574
Osmanabad,2015 - 2016,"6,200.00",600,0.1,18.122,36.744,26.996,14.058,1.234,4.778
Osmanabad,2016 - 2017,"6,300.00","1,200.00",0.19,16.2,34.44,24.432,12.84,1.592,4.144
Osmanabad,2017 - 2018,"7,500.00","2,200.00",0.29,17.118,34.274,24.95,14.388,2.246,4.19
Osmanabad,2019 - 2020,"1,221.00",139,0.11,19.06,34.902,26.13,15.432,1.46,4.476
Osmanabad,2020 - 2021,"1,141.76",749.33,0.66,16.862,31.814,24.298,15.648,3.26,3.858
Osmanabad,2021 - 2022,665.82,229.84,0.35,17.232,32.858,24.882,15.538,2.722,4.148
Osmanabad,2022 - 2023,367.67,143.37,0.39,16.65,33.854,24.924,15.176,2.596,3.996
Palghar,2014 - 2015,"74,800.00","1,88,300.00",2.52,21.982,34.23,27.582,13.148,3.828,4.3
Palghar,2015 - 2016,"77,100.00","1,77,300.00",2.3,21.482,33.858,27.482,13.28,4.258,4.094
Palghar,2016 - 2017,"76,400.00","2,22,700.00",2.91,20.958,33.042,26.562,12.66,3.992,4.126
Palghar,2017 - 2018,"76,700.00","1,42,000.00",1.85,21.696,32.67,26.692,13.512,4.802,3.98
Palghar,2018 - 2019,"76,714.00","1,34,767.00",1.76,21.414,33.778,27.482,11.884,4.458,4.286
Palghar,2019 - 2020,"76,714.00","1,36,746.00",1.78,22.118,32.392,26.894,15.822,5.516,4.142
Palghar,2020 - 2021,"76,714.30","1,44,869.52",1.89,21.204,32.29,26.752,15.118,4.302,3.322
Palghar,2021 - 2022,"76,716.77","1,63,879.92",2.14,21.078,31.486,26.45,15.522,3.626,3.92
Palghar,2022 - 2023,"77,137.04","1,83,240.00",2.38,20.684,32.038,26.37,14.468,6.348,4.002
Parbhani,1999 - 2000,"9,100.00","4,200.00",0.46,15.588,34.124,24.228,13.242,1.656,4.09
Parbhani,2000 - 2001,"9,600.00","3,300.00",0.34,16.86,34.022,24.996,13.308,2.442,3.642
Parbhani,2001 - 2002,"9,600.00","5,300.00",0.55,16.102,34.028,24.348,13.968,2.512,4.084
Parbhani,2002 - 2003,"9,400.00","4,700.00",0.5,17.238,35.804,25.644,13.38,2.45,3.764
Parbhani,2003 - 2004,"9,600.00","3,600.00",0.38,16.62,34.696,24.754,14.142,3.358,3.84
Parbhani,2004 - 2005,"9,900.00","3,100.00",0.31,16.578,34.744,25.036,13.54,2.37,3.862
Parbhani,2005 - 2006,"7,000.00","2,700.00",0.39,15.808,32.74,23.63,14.448,4.564,3.804
Parbhani,2006 - 2007,"7,800.00","3,200.00",0.41,17.12,32.63,24.346,14.83,2.85,3.718
Parbhani,2007 - 2008,"7,200.00","2,800.00",0.39,16.474,33.55,24.116,14.268,2.728,3.598
Parbhani,2008 - 2009,"5,800.00","1,900.00",0.33,16.34,34.394,24.686,14.104,2.238,3.574
Parbhani,2009 - 2010,"3,100.00","1,100.00",0.35,16.342,34.288,25.094,14.39,2.294,4.098
Parbhani,2010 - 2011,"4,000.00","1,800.00",0.45,17.058,32.5,24.482,15.748,3.938,3.68
Parbhani,2011 - 2012,"1,700.00",600,0.35,17.19,34.574,24.984,13.602,2.266,4.012
Parbhani,2012 - 2013,"1,400.00",100,0.07,16.13,34.824,25.114,13.898,2.75,3.938
Parbhani,2013 - 2014,700,300,0.43,16.128,31.348,23.374,14.93,4.336,4.14
Parbhani,2014 - 2015,300,,0,16.884,36.61,25.954,13.152,1.97,4.062
Parbhani,2016 - 2017,20,4,0.2,16.06,34.078,24.042,13.456,2.2,3.71
Parbhani,2018 - 2019,10,2,0.2,16.554,35.686,25.74,13.194,1.608,4.008
Parbhani,2019 - 2020,10,1,0.1,17.466,33.918,25.542,15.362,2.72,3.698
Parbhani,2020 - 2021,10,6.56,0.66,16.498,32.522,24.26,15.662,3.838,3.346
Pune,1999 - 2000,"61,700.00","89,200.00",1.45,14.914,32.022,22.918,11.972,2.012,4.422
Pune,2000 - 2001,"64,000.00","75,200.00",1.18,16.04,32.42,23.566,11.338,1.518,3.99
Pune,2001 - 2002,"59,100.00","86,400.00",1.46,15.652,31.848,23.176,12.562,1.682,4.516
Pune,2002 - 2003,"57,700.00","40,000.00",0.69,16.246,34.252,24.354,11.468,1.588,4.152
Pune,2003 - 2004,"60,400.00","84,700.00",1.4,16.066,33.78,24.214,12.128,1.586,4.254
Pune,2004 - 2005,"67,600.00","85,100.00",1.26,15.716,31.53,22.956,12.612,1.832,4.086
Pune,2005 - 2006,"64,500.00","73,800.00",1.14,15.354,31.308,22.476,12.972,3.126,4.19
Pune,2006 - 2007,"63,900.00","68,900.00",1.08,16.47,30.166,22.976,14,2.676,4.018
Pune,2007 - 2008,"62,800.00","78,200.00",1.25,15.696,32.05,23.252,12.892,2.07,3.992
Pune,2008 - 2009,"61,200.00","75,500.00",1.23,15.764,32.2,23.258,12.848,1.194,4.136
Pune,2009 - 2010,"62,600.00","51,200.00",0.82,15.63,31.22,23.282,13.478,2.43,4.424
Pune,2010 - 2011,"60,900.00","71,900.00",1.18,16.002,30.868,23.322,14.808,3.4,3.912
Pune,2011 - 2012,"62,000.00","85,600.00",1.38,15.828,31.54,23.266,12.742,2.28,4.33
Pune,2012 - 2013,"77,600.00","1,06,200.00",1.37,15.462,32.876,23.936,12.604,1.798,4.134
Pune,2013 - 2014,"82,100.00","1,53,200.00",1.87,15.82,31.232,22.882,13.804,3.026,4.45
Pune,2014 - 2015,"82,100.00","1,36,100.00",1.66,16.032,33.802,23.824,12.412,1.882,4.318
Pune,2015 - 2016,"54,600.00","1,07,300.00",1.97,16.93,33.73,24.416,12.468,1.468,4.224
Pune,2016 - 2017,"53,500.00","1,15,400.00",2.16,15.142,32.222,22.686,12.162,2.114,3.952
Pune,2017 - 2018,"52,000.00","1,24,000.00",2.38,15.724,31.46,23.022,13.22,2.118,4.056
Pune,2018 - 2019,"57,969.00","1,06,233.00",1.83,15.698,32.794,23.954,11.436,1.13,4.252
Pune,2019 - 2020,"59,509.00","1,07,626.00",1.81,17.376,32.09,23.9,14.698,2.446,4.016
Pune,2020 - 2021,"61,018.25","1,27,824.89",2.09,15.652,30.172,23.236,14.846,4.408,3.356
Pune,2021 - 2022,"59,746.08","1,66,637.14",2.79,16.378,30.584,23.302,14.842,2.59,3.864
Pune,2022 - 2023,"59,820.51","1,51,843.76",2.54,15.288,31.248,23,13.96,3.326,3.852
Raigad,1999 - 2000,"1,27,400.00","3,07,500.00",2.41,20.546,30.922,25.616,13.976,5.464,4.32
Raigad,2000 - 2001,"1,26,400.00","2,74,100.00",2.17,21.538,31.074,25.984,13.418,5.386,3.894
Raigad,2001 - 2002,"1,25,400.00","3,32,200.00",2.65,21.698,31.092,26.066,14.286,5.582,4.39
Raigad,2002 - 2003,"1,24,600.00","2,56,000.00",2.05,21.756,32.58,26.696,13.442,3.526,4.118
Raigad,2003 - 2004,"1,24,600.00","3,53,600.00",2.84,21.846,32.106,26.624,14.374,6.278,4.036
Raigad,2004 - 2005,"1,24,500.00","2,75,900.00",2.22,21.57,31.156,26.038,14.29,5.168,4.204
Raigad,2005 - 2006,"1,21,000.00","2,72,900.00",2.26,21.206,31.004,25.824,14.326,9.46,4.09
Raigad,2006 - 2007,"1,23,600.00","2,91,100.00",2.36,22.13,30.488,26.158,15.362,8.336,4.116
Raigad,2007 - 2008,"1,24,600.00","3,12,700.00",2.51,21.486,31.446,26.204,14.628,7.72,4.068
Raigad,2008 - 2009,"1,23,800.00","3,35,900.00",2.71,21.442,31.484,26.298,14.604,5.642,4.18
Raigad,2009 - 2010,"1,24,000.00","3,11,500.00",2.51,21.35,30.728,26.124,15.02,7.564,4.184
Raigad,2010 - 2011,"1,24,600.00","2,94,800.00",2.37,21.686,30.928,26.28,16.41,9.508,3.682
Raigad,2011 - 2012,"1,23,800.00","2,98,600.00",2.41,21.386,31.188,26.262,14.73,7.312,4.182
Raigad,2012 - 2013,"1,24,100.00","3,23,000.00",2.6,21.404,31.326,26.29,14.516,4.838,3.932
Raigad,2013 - 2014,"1,24,100.00","3,55,100.00",2.86,21.828,30.962,25.91,15.18,8.792,4.28
Raigad,2014 - 2015,"1,16,200.00","3,20,700.00",2.76,21.946,32.484,26.77,14.34,6.456,4.222
Raigad,2015 - 2016,"1,12,100.00","3,28,900.00",2.93,22.228,32.634,26.944,14.672,5.48,4.17
Raigad,2016 - 2017,"1,09,400.00","2,97,200.00",2.72,20.844,31.384,25.706,13.842,7.88,4.028
Raigad,2017 - 2018,"1,10,500.00","2,99,000.00",2.71,21.782,31.17,26.07,14.988,8.988,4.024
Raigad,2018 - 2019,"1,11,159.00","3,14,775.00",2.83,21.61,31.83,26.562,13.72,7.258,4.12
Raigad,2019 - 2020,"95,932.00","1,85,513.00",1.93,22.542,31.542,26.812,16.466,8.868,3.8
Raigad,2020 - 2021,"95,552.17","1,75,742.34",1.84,21.944,30.838,26.41,16.204,7.502,3.298
Raigad,2021 - 2022,"95,967.49","2,18,410.20",2.28,21.962,30.646,26.328,16.32,8.604,3.68
Raigad,2022 - 2023,"95,155.61","2,53,990.00",2.67,21.026,31.04,26.032,15.28,8.762,3.982
Ratnagiri,1999 - 2000,"79,400.00","1,91,500.00",2.41,22.638,30.366,26.592,16.794,9.882,4.346
Ratnagiri,2000 - 2001,"78,400.00","1,65,900.00",2.12,23.392,30.41,26.726,16.75,8.166,4.188
Ratnagiri,2001 - 2002,"78,400.00","2,09,200.00",2.67,23.386,30.366,26.892,16.692,5.518,4.48
Ratnagiri,2002 - 2003,"78,500.00","1,48,300.00",1.89,23.772,31.396,27.406,17.138,6.464,4.124
Ratnagiri,2003 - 2004,"79,200.00","2,38,500.00",3.01,24.056,31.332,27.572,17.064,6.83,3.97
Ratnagiri,2004 - 2005,"79,100.00","1,86,500.00",2.36,23.398,30.688,26.946,16.594,5.9,4.37
Ratnagiri,2005 - 2006,"77,000.00","1,94,600.00",2.53,23.234,30.488,26.8,17.03,9.702,4.298
Ratnagiri,2006 - 2007,"77,900.00","2,10,900.00",2.71,23.672,30.188,26.96,17.564,7.638,4.228
Ratnagiri,2007 - 2008,"76,700.00","1,96,500.00",2.56,23.35,30.688,27.022,17.33,9.91,4.324
Ratnagiri,2008 - 2009,"77,400.00","2,01,000.00",2.6,23.568,30.828,27.18,17.072,5.934,4.298
Ratnagiri,2009 - 2010,"77,300.00","2,02,700.00",2.62,23.294,30.254,26.912,17.748,10.412,4.322
Ratnagiri,2010 - 2011,"78,000.00","2,23,100.00",2.86,23.62,30.408,27.072,18.156,11.798,4.028
Ratnagiri,2011 - 2012,"77,400.00","2,26,100.00",2.92,23.45,30.684,27.14,17.41,8.16,4.31
Ratnagiri,2012 - 2013,"73,800.00","2,14,800.00",2.91,23.48,30.528,27.098,17.132,8.146,4.07
Ratnagiri,2013 - 2014,"72,100.00","2,13,200.00",2.96,23.552,30.228,26.772,17.072,9.778,4.642
Ratnagiri,2014 - 2015,"72,500.00","2,20,500.00",3.04,23.894,31.352,27.512,17.462,8.326,4.048
Ratnagiri,2015 - 2016,"71,000.00","1,74,100.00",2.45,24.256,31.898,27.872,17.816,8.638,4.116
Ratnagiri,2016 - 2017,"75,300.00","2,36,300.00",3.14,22.722,30.676,26.518,16.484,12.59,4.164
Ratnagiri,2017 - 2018,"75,200.00","2,24,400.00",2.98,23.598,30.548,26.954,17.52,7.61,4.226
Ratnagiri,2018 - 2019,"76,106.00","2,40,930.00",3.17,23.496,30.86,27.368,17.108,10.332,4.168
Ratnagiri,2019 - 2020,"75,397.00","2,38,591.00",3.16,24.438,30.834,27.52,18.606,13.618,4.148
Ratnagiri,2020 - 2021,"75,842.08","2,13,611.59",2.82,23.95,30.208,27.162,18.14,13.272,3.816
Ratnagiri,2021 - 2022,"77,223.45","2,21,160.16",2.86,23.818,30.064,27.114,18.364,14.144,3.844
Ratnagiri,2022 - 2023,"69,190.23","2,06,440.00",2.98,23.03,30.496,26.908,17.588,10.528,3.904
Sangli,1999 - 2000,"17,900.00","47,200.00",2.64,15.328,33.208,23.794,13.05,2.472,4.988
Sangli,2000 - 2001,"18,600.00","40,400.00",2.17,16.272,32.962,23.874,12.792,2.308,4.698
Sangli,2001 - 2002,"17,700.00","47,200.00",2.67,15.934,33.006,23.814,13.258,1.802,5.378
Sangli,2002 - 2003,"18,500.00","28,400.00",1.54,17.264,34.7,24.89,12.866,1.6,4.758
Sangli,2003 - 2004,"15,600.00","39,500.00",2.53,16.45,35.202,24.95,13.006,1.548,4.798
Sangli,2004 - 2005,"17,700.00","44,200.00",2.5,16.092,32.9,23.93,12.734,1.576,4.966
Sangli,2005 - 2006,"18,100.00","39,500.00",2.18,15.626,32.192,23.122,13.908,3.4,4.626
Sangli,2006 - 2007,"18,100.00","28,900.00",1.6,16.942,31.564,23.608,14.338,2.98,5
Sangli,2007 - 2008,"18,700.00","43,600.00",2.33,15.9,32.926,23.758,13.842,2.952,4.658
Sangli,2008 - 2009,"18,700.00","38,700.00",2.07,16.096,33.32,24.064,13.336,1.738,4.94
Sangli,2009 - 2010,"18,700.00","35,100.00",1.88,16.094,32.15,23.926,14.462,2.942,5.088
Sangli,2010 - 2011,"20,200.00","53,900.00",2.67,16.342,32.524,24.034,14.864,2.994,4.548
Sangli,2011 - 2012,"18,100.00","33,700.00",1.86,16.468,33.006,24.316,13.21,1.888,5.308
